localidade;nome_localidade;idade_calculada;renda_ind
5332;Sol Nascente / Pôr do Sol;42;1000
5332;Sol Nascente / Pôr do Sol;15;300
5325;SCIA;36;1812
5243;Cidade Ocidental;62;1302
5317;Riacho Fundo;75;2900
5317;Riacho Fundo;73;1320
5312;Samambaia;73;2130
5310;Guará;63;2000
5310;Guará;88;3000
5325;SCIA;37;800
5321;Riacho Fundo II;38;900
5330;Vicente Pires;46;2700
5330;Vicente Pires;71;2700
5308;Núcleo Bandeirante;89;9200
5249;Padre Bernardo;51;12000
5326;Sobradinho II;59;6000
5334;Arapoanga;24;1300
5247;Luziânia;61;1320
5247;Luziânia;73;1320
5332;Sol Nascente / Pôr do Sol;60;600
5315;Recanto Das Emas;13;1412
5242;Alexânia;67;2824
5312;Samambaia;40;5300
5310;Guará;75;7000
5332;Sol Nascente / Pôr do Sol;26;700
5331;Fercal;58;1412
5246;Formosa;60;2824
5314;São Sebastião;22;500
5325;SCIA;47;1200
5325;SCIA;13;1320
5324;Park Way;85;45000
5250;Planaltina de Goiás;23;1920
5246;Formosa;29;700
5327;Jardim Botânico;75;20000
5330;Vicente Pires;48;7000
5321;Riacho Fundo II;33;1010
5307;Paranoá;49;600
5314;São Sebastião;31;1
5314;São Sebastião;28;1
5246;Formosa;80;1412
5241;Águas Lindas de Goiás;35;600
5314;São Sebastião;49;3000
5314;São Sebastião;46;1350
5308;Núcleo Bandeirante;53;1300
5334;Arapoanga;55;1420
5307;Paranoá;42;300
5311;Cruzeiro;81;3800
5308;Núcleo Bandeirante;89;1320
5249;Padre Bernardo;81;1412
5249;Padre Bernardo;55;1412
5243;Cidade Ocidental;52;5000
5330;Vicente Pires;63;2400
5330;Vicente Pires;67;800
5334;Arapoanga;55;600
5247;Luziânia;33;620
5245;Cocalzinho de Goiás;61;1412
5334;Arapoanga;63;1720
5334;Arapoanga;88;1320
5325;SCIA;63;250
5321;Riacho Fundo II;59;1220
5321;Riacho Fundo II;12;200
5304;Brazlândia;27;5350
5325;SCIA;42;150
5301;Plano Piloto;54;18000
5330;Vicente Pires;61;9000
5318;Lago Norte;43;850
5319;Candangolândia;76;1420
5324;Park Way;65;15000
5301;Plano Piloto;26;6410
5249;Padre Bernardo;88;1320
5336;Área Rural;80;1412
5336;Área Rural;73;1712
5247;Luziânia;26;800
5314;São Sebastião;46;1
5304;Brazlândia;54;1400
5304;Brazlândia;21;1400
5315;Recanto Das Emas;68;1320
5332;Sol Nascente / Pôr do Sol;61;2095
5331;Fercal;71;2700
5331;Fercal;69;1412
5320;Águas Claras;61;12000
5333;Arniqueira;77;3600
5308;Núcleo Bandeirante;58;10300
5302;Gama;63;1500
5248;Novo Gama;32;2700
5248;Novo Gama;28;5600
5330;Vicente Pires;74;2824
5330;Vicente Pires;79;1412
5243;Cidade Ocidental;51;750
5309;Ceilândia;57;650
5330;Vicente Pires;64;6000
5246;Formosa;64;1412
5246;Formosa;71;1412
5331;Fercal;59;1420
5321;Riacho Fundo II;22;2100
5321;Riacho Fundo II;24;7100
5336;Área Rural;75;1412
5336;Área Rural;79;1412
5336;Área Rural;33;1800
5335;Água Quente;12;1350
5246;Formosa;63;1412
5319;Candangolândia;52;1300
5319;Candangolândia;23;600
5315;Recanto Das Emas;36;600
5325;SCIA;30;900
5316;Lago Sul;67;6000
5316;Lago Sul;66;16000
5248;Novo Gama;47;2500
5245;Cocalzinho de Goiás;65;1412
5303;Taguatinga;78;2000
5313;Santa Maria;66;1320
5312;Samambaia;57;2300
5310;Guará;59;6000
5314;São Sebastião;58;1320
5245;Cocalzinho de Goiás;67;1412
5245;Cocalzinho de Goiás;76;1412
5244;Cristalina;35;2800
5334;Arapoanga;35;800
5326;Sobradinho II;37;600
5246;Formosa;25;1412
5330;Vicente Pires;33;350
5328;Itapoã;53;1400
5336;Área Rural;70;3800
5336;Área Rural;77;4500
5244;Cristalina;69;1412
5325;SCIA;21;1500
5328;Itapoã;75;1400
5328;Itapoã;43;1302
5325;SCIA;50;1000
5325;SCIA;30;842
5311;Cruzeiro;74;2300
5325;SCIA;37;1670
5325;SCIA;11;1250
5249;Padre Bernardo;76;940
5330;Vicente Pires;29;600
5306;Planaltina;47;650
5309;Ceilândia;51;8000
5312;Samambaia;39;1320
5312;Samambaia;10;2640
5312;Samambaia;70;1500
5252;Valparaíso de Goiás;66;1302
5247;Luziânia;32;2200
5247;Luziânia;53;1500
5302;Gama;46;5000
5325;SCIA;53;1860
5325;SCIA;50;2400
5244;Cristalina;10;300
5245;Cocalzinho de Goiás;34;1412
5301;Plano Piloto;34;13000
5318;Lago Norte;68;9800
5306;Planaltina;67;1320
5316;Lago Sul;82;22000
5316;Lago Sul;78;4000
5241;Águas Lindas de Goiás;55;2012
5321;Riacho Fundo II;36;400
5321;Riacho Fundo II;10;350
5307;Paranoá;58;1412
5332;Sol Nascente / Pôr do Sol;79;1320
5247;Luziânia;60;600
5244;Cristalina;36;400
5250;Planaltina de Goiás;42;1000
5312;Samambaia;47;250
5246;Formosa;73;1412
5246;Formosa;66;1412
5309;Ceilândia;82;18000
5333;Arniqueira;64;1412
5301;Plano Piloto;43;123000
5330;Vicente Pires;55;3000
5332;Sol Nascente / Pôr do Sol;66;1412
5332;Sol Nascente / Pôr do Sol;68;1412
5250;Planaltina de Goiás;26;1300
5249;Padre Bernardo;52;600
5244;Cristalina;21;650
5335;Água Quente;63;2000
5302;Gama;67;90000
5312;Samambaia;76;1320
5336;Área Rural;78;16000
5306;Planaltina;44;1320
5314;São Sebastião;40;600
5336;Área Rural;43;1300
5319;Candangolândia;74;1302
5324;Park Way;53;16000
5306;Planaltina;70;1600
5316;Lago Sul;92;103500
5316;Lago Sul;85;1700
5312;Samambaia;67;2640
5323;Varjão;64;1320
5306;Planaltina;65;1320
5335;Água Quente;64;800
5306;Planaltina;52;5400
5334;Arapoanga;37;800
5314;São Sebastião;25;6008
5301;Plano Piloto;35;25000
5319;Candangolândia;73;2800
5318;Lago Norte;82;1412
5334;Arapoanga;37;840
5242;Alexânia;25;900
5302;Gama;60;7800
5304;Brazlândia;18;5000
5249;Padre Bernardo;28;1067
5301;Plano Piloto;24;7695
5247;Luziânia;33;10000
5247;Luziânia;20;1412
5303;Taguatinga;90;1350
5304;Brazlândia;58;4000
5323;Varjão;25;950
5244;Cristalina;91;1412
5249;Padre Bernardo;76;2824
5249;Padre Bernardo;43;650
5246;Formosa;68;1412
5246;Formosa;78;1412
5242;Alexânia;39;650
5325;SCIA;64;1412
5325;SCIA;70;1412
5247;Luziânia;26;250
5246;Formosa;37;750
5303;Taguatinga;78;2400
5310;Guará;86;3000
5315;Recanto Das Emas;81;1320
5314;São Sebastião;76;1412
5314;São Sebastião;72;1412
5310;Guará;80;15000
5314;São Sebastião;43;700
5303;Taguatinga;33;1412
5332;Sol Nascente / Pôr do Sol;72;1900
5335;Água Quente;77;1300
5302;Gama;54;8000
5322;Sudoeste e Octogonal;63;14000
5330;Vicente Pires;31;2900
5331;Fercal;45;150
5247;Luziânia;40;1364
5315;Recanto Das Emas;24;1412
5249;Padre Bernardo;56;1412
5247;Luziânia;25;1300
5304;Brazlândia;66;3000
5307;Paranoá;39;1420
5305;Sobradinho;71;13000
5249;Padre Bernardo;50;1800
5315;Recanto Das Emas;68;1320
5312;Samambaia;51;850
5247;Luziânia;70;1412
5336;Área Rural;62;2000
5250;Planaltina de Goiás;53;600
5333;Arniqueira;89;4300
5250;Planaltina de Goiás;47;4700
5250;Planaltina de Goiás;18;3000
5321;Riacho Fundo II;56;4200
5321;Riacho Fundo II;37;5000
5244;Cristalina;34;650
5317;Riacho Fundo;63;3800
5251;Santo Antônio do Descoberto;39;700
5317;Riacho Fundo;62;250
5301;Plano Piloto;67;20500
5301;Plano Piloto;72;1412
5250;Planaltina de Goiás;50;600
5318;Lago Norte;79;10000
5318;Lago Norte;74;10000
5246;Formosa;27;1420
5314;São Sebastião;73;1120
5314;São Sebastião;71;1412
5243;Cidade Ocidental;59;600
5243;Cidade Ocidental;60;4236
5334;Arapoanga;57;700
5302;Gama;66;1500
5319;Candangolândia;46;11000
5314;São Sebastião;57;1320
5247;Luziânia;69;1320
5243;Cidade Ocidental;46;650
5335;Água Quente;37;1000
5245;Cocalzinho de Goiás;67;1412
5336;Área Rural;54;2150
5245;Cocalzinho de Goiás;62;600
5326;Sobradinho II;68;2640
5308;Núcleo Bandeirante;82;1320
5304;Brazlândia;26;950
5334;Arapoanga;63;300
5334;Arapoanga;18;1412
5321;Riacho Fundo II;48;600
5330;Vicente Pires;40;7000
5304;Brazlândia;63;1412
5332;Sol Nascente / Pôr do Sol;68;1312
5328;Itapoã;60;940
5312;Samambaia;68;1320
5324;Park Way;75;18000
5325;SCIA;51;600
5336;Área Rural;72;4000
5335;Água Quente;48;1800
5335;Água Quente;49;1500
5311;Cruzeiro;73;1400
5336;Área Rural;19;250
5242;Alexânia;43;650
5249;Padre Bernardo;60;1328
5335;Água Quente;34;600
5313;Santa Maria;70;4000
5309;Ceilândia;65;600
5301;Plano Piloto;51;18900
5311;Cruzeiro;80;5000
5247;Luziânia;50;600
5249;Padre Bernardo;67;1320
5249;Padre Bernardo;65;1320
5315;Recanto Das Emas;68;13000
5316;Lago Sul;64;11000
5316;Lago Sul;62;11000
5312;Samambaia;78;4800
5331;Fercal;43;500
5245;Cocalzinho de Goiás;46;80
5326;Sobradinho II;79;1320
5243;Cidade Ocidental;95;1320
5336;Área Rural;56;1412
5330;Vicente Pires;42;2000
5246;Formosa;14;511
5330;Vicente Pires;41;3280
5301;Plano Piloto;40;9500
5330;Vicente Pires;57;5250
5325;SCIA;31;590
5319;Candangolândia;53;4000
5315;Recanto Das Emas;35;750
5312;Samambaia;81;2604
5249;Padre Bernardo;41;800
5332;Sol Nascente / Pôr do Sol;46;750
5327;Jardim Botânico;73;1412
5327;Jardim Botânico;48;1412
5324;Park Way;21;900
5325;SCIA;58;750
5248;Novo Gama;88;3450
5247;Luziânia;80;1320
5249;Padre Bernardo;46;1320
5249;Padre Bernardo;47;2500
5330;Vicente Pires;70;4000
5330;Vicente Pires;73;1412
5243;Cidade Ocidental;75;1412
5306;Planaltina;62;1320
5317;Riacho Fundo;67;6000
5335;Água Quente;22;900
5325;SCIA;42;600
5302;Gama;63;600
5241;Águas Lindas de Goiás;15;600
5318;Lago Norte;60;3000
5304;Brazlândia;60;1700
5249;Padre Bernardo;77;1400
5315;Recanto Das Emas;50;800
5310;Guará;71;7700
5244;Cristalina;29;700
5312;Samambaia;49;650
5251;Santo Antônio do Descoberto;36;750
5336;Área Rural;37;2012
5336;Área Rural;45;885
5328;Itapoã;30;600
5309;Ceilândia;43;900
5317;Riacho Fundo;37;1800
5321;Riacho Fundo II;45;800
5314;São Sebastião;29;750
5316;Lago Sul;80;10000
5320;Águas Claras;64;9000
5312;Samambaia;26;1320
5243;Cidade Ocidental;41;8000
5308;Núcleo Bandeirante;69;9500
5308;Núcleo Bandeirante;78;8000
5314;São Sebastião;40;600
5243;Cidade Ocidental;70;1320
5306;Planaltina;71;1770
5327;Jardim Botânico;23;3530
5327;Jardim Botânico;50;7000
5305;Sobradinho;79;1420
5251;Santo Antônio do Descoberto;40;600
5246;Formosa;80;1412
5333;Arniqueira;48;250
5241;Águas Lindas de Goiás;86;1412
5241;Águas Lindas de Goiás;68;1412
5241;Águas Lindas de Goiás;65;1412
5320;Águas Claras;75;7000
5249;Padre Bernardo;57;1300
5306;Planaltina;70;1500
5243;Cidade Ocidental;55;600
5330;Vicente Pires;45;600
5245;Cocalzinho de Goiás;47;400
5249;Padre Bernardo;65;1320
5308;Núcleo Bandeirante;75;2640
5314;São Sebastião;64;2000
5314;São Sebastião;59;1400
5241;Águas Lindas de Goiás;57;1320
5241;Águas Lindas de Goiás;58;1320
5336;Área Rural;79;1420
5336;Área Rural;78;1420
5248;Novo Gama;56;1320
5314;São Sebastião;36;700
5335;Água Quente;69;1600
5319;Candangolândia;67;600
5303;Taguatinga;50;2100
5313;Santa Maria;35;250
5249;Padre Bernardo;42;900
5306;Planaltina;33;600
5243;Cidade Ocidental;66;1320
5249;Padre Bernardo;16;100
5334;Arapoanga;26;1050
5304;Brazlândia;55;1100
5321;Riacho Fundo II;39;2745
5311;Cruzeiro;61;5500
5311;Cruzeiro;65;7800
5308;Núcleo Bandeirante;41;1500
5243;Cidade Ocidental;35;325
5243;Cidade Ocidental;59;1300
5243;Cidade Ocidental;53;1500
5316;Lago Sul;35;3500
5335;Água Quente;72;2800
5314;São Sebastião;75;1412
5305;Sobradinho;49;30000
5315;Recanto Das Emas;54;1000
5336;Área Rural;56;2824
5330;Vicente Pires;81;1412
5334;Arapoanga;71;1320
5336;Área Rural;63;5200
5244;Cristalina;32;5500
5301;Plano Piloto;39;23000
5301;Plano Piloto;40;21000
5301;Plano Piloto;69;10000
5334;Arapoanga;49;800
5323;Varjão;24;3300
5336;Área Rural;39;250
5301;Plano Piloto;62;45000
5316;Lago Sul;69;13500
5242;Alexânia;71;1800
5313;Santa Maria;71;1700
5302;Gama;71;1320
5302;Gama;41;1320
5328;Itapoã;15;400
5246;Formosa;37;750
5301;Plano Piloto;58;32000
5334;Arapoanga;70;1320
5301;Plano Piloto;59;41600
5314;São Sebastião;15;604
5310;Guará;65;1500
5310;Guará;100;1420
5315;Recanto Das Emas;63;600
5301;Plano Piloto;59;1500
5301;Plano Piloto;33;1500
5244;Cristalina;50;650
5314;São Sebastião;56;600
5314;São Sebastião;58;700
5309;Ceilândia;85;1412
5317;Riacho Fundo;50;3640
5312;Samambaia;61;1412
5310;Guará;56;2500
5242;Alexânia;78;1412
5304;Brazlândia;65;1512
5336;Área Rural;30;1412
5315;Recanto Das Emas;68;2000
5247;Luziânia;60;800
5309;Ceilândia;65;3840
5325;SCIA;40;600
5325;SCIA;64;1320
5247;Luziânia;73;2824
5308;Núcleo Bandeirante;67;2198
5313;Santa Maria;48;1320
5248;Novo Gama;46;1620
5249;Padre Bernardo;85;2640
5249;Padre Bernardo;68;1320
5301;Plano Piloto;79;3500
5248;Novo Gama;50;1320
5333;Arniqueira;81;2412
5330;Vicente Pires;70;10000
5308;Núcleo Bandeirante;93;900
5304;Brazlândia;76;2000
5317;Riacho Fundo;55;600
5249;Padre Bernardo;24;1300
5313;Santa Maria;53;2500
5333;Arniqueira;56;2824
5249;Padre Bernardo;65;1412
5336;Área Rural;58;750
5308;Núcleo Bandeirante;63;250
5307;Paranoá;91;1302
5335;Água Quente;28;640
5314;São Sebastião;73;1412
5312;Samambaia;61;6200
5321;Riacho Fundo II;64;3300
5306;Planaltina;68;3000
5248;Novo Gama;60;500
5248;Novo Gama;64;1320
5312;Samambaia;46;1800
5247;Luziânia;62;3400
5308;Núcleo Bandeirante;53;1320
5301;Plano Piloto;29;33000
5301;Plano Piloto;27;9000
5312;Samambaia;75;1400
5312;Samambaia;75;1400
5312;Samambaia;58;3000
5331;Fercal;36;2296
5245;Cocalzinho de Goiás;29;800
5324;Park Way;68;16000
5324;Park Way;67;13000
5308;Núcleo Bandeirante;94;1412
5314;São Sebastião;39;450
5332;Sol Nascente / Pôr do Sol;34;750
5330;Vicente Pires;73;1820
5336;Área Rural;58;1000
5322;Sudoeste e Octogonal;65;12400
5330;Vicente Pires;31;800
5244;Cristalina;68;1302
5244;Cristalina;65;1302
5241;Águas Lindas de Goiás;56;300
5249;Padre Bernardo;81;1412
5331;Fercal;82;1420
5310;Guará;38;5000
5244;Cristalina;49;600
5242;Alexânia;61;1412
5249;Padre Bernardo;68;4000
5249;Padre Bernardo;38;1412
5301;Plano Piloto;72;16000
5248;Novo Gama;73;1320
5247;Luziânia;55;1320
5304;Brazlândia;73;1662
5304;Brazlândia;73;2000
5312;Samambaia;21;800
5336;Área Rural;67;1412
5336;Área Rural;75;1412
5317;Riacho Fundo;71;1412
5246;Formosa;23;500
5315;Recanto Das Emas;69;1412
5332;Sol Nascente / Pôr do Sol;46;600
5301;Plano Piloto;71;1400
5301;Plano Piloto;84;2824
5306;Planaltina;62;1320
5304;Brazlândia;58;1570
5241;Águas Lindas de Goiás;20;2520
5312;Samambaia;58;9000
5335;Água Quente;74;1400
5325;SCIA;51;5600
5241;Águas Lindas de Goiás;39;1150
5319;Candangolândia;13;1320
5328;Itapoã;84;1412
5249;Padre Bernardo;50;1290
5249;Padre Bernardo;77;1320
5316;Lago Sul;70;5060
5307;Paranoá;46;1150
5317;Riacho Fundo;69;1140
5306;Planaltina;88;1320
5332;Sol Nascente / Pôr do Sol;31;400
5332;Sol Nascente / Pôr do Sol;28;2000
5336;Área Rural;44;600
5305;Sobradinho;63;6000
5304;Brazlândia;18;3000
5242;Alexânia;33;800
5310;Guará;77;6500
5310;Guará;101;2604
5306;Planaltina;70;1328
5321;Riacho Fundo II;27;1320
5334;Arapoanga;53;500
5308;Núcleo Bandeirante;79;1320
5336;Área Rural;55;2212
5316;Lago Sul;63;24000
5316;Lago Sul;68;1412
5245;Cocalzinho de Goiás;43;1412
5242;Alexânia;22;750
5334;Arapoanga;40;1320
5307;Paranoá;38;1600
5245;Cocalzinho de Goiás;56;1050
5334;Arapoanga;56;4000
5313;Santa Maria;37;350
5313;Santa Maria;91;1320
5335;Água Quente;47;850
5243;Cidade Ocidental;16;100
5311;Cruzeiro;70;6000
5311;Cruzeiro;40;2500
5315;Recanto Das Emas;30;1050
5302;Gama;41;10000
5302;Gama;71;1320
5302;Gama;69;1320
5336;Área Rural;58;2020
5336;Área Rural;63;1420
5306;Planaltina;28;2648
5303;Taguatinga;88;3000
5314;São Sebastião;30;600
5321;Riacho Fundo II;48;600
5330;Vicente Pires;33;550
5252;Valparaíso de Goiás;75;2640
5244;Cristalina;86;1411
5244;Cristalina;17;200
5244;Cristalina;48;650
5319;Candangolândia;91;1302
5319;Candangolândia;63;1400
5319;Candangolândia;55;1000
5249;Padre Bernardo;96;1320
5303;Taguatinga;68;1320
5303;Taguatinga;72;1320
5252;Valparaíso de Goiás;41;800
5247;Luziânia;58;800
5242;Alexânia;46;600
5248;Novo Gama;59;1300
5320;Águas Claras;48;18000
5330;Vicente Pires;28;650
5244;Cristalina;40;1412
5244;Cristalina;65;1412
5301;Plano Piloto;69;9000
5301;Plano Piloto;65;1400
5303;Taguatinga;79;1320
5252;Valparaíso de Goiás;69;1320
5310;Guará;65;3000
5301;Plano Piloto;66;3500
5323;Varjão;81;1300
5243;Cidade Ocidental;72;1320
5251;Santo Antônio do Descoberto;39;600
5318;Lago Norte;64;42000
5334;Arapoanga;31;1400
5333;Arniqueira;24;1500
5325;SCIA;42;600
5301;Plano Piloto;68;10000
5301;Plano Piloto;67;10000
5301;Plano Piloto;37;11500
5336;Área Rural;22;100
5252;Valparaíso de Goiás;80;1416
5248;Novo Gama;29;900
5322;Sudoeste e Octogonal;60;15000
5333;Arniqueira;64;2900
5317;Riacho Fundo;59;2640
5317;Riacho Fundo;26;200
5317;Riacho Fundo;81;1412
5311;Cruzeiro;31;50000
5313;Santa Maria;32;1300
5249;Padre Bernardo;61;12000
5250;Planaltina de Goiás;70;2070
5248;Novo Gama;32;1300
5330;Vicente Pires;35;9752
5330;Vicente Pires;83;13000
5243;Cidade Ocidental;72;3860
5243;Cidade Ocidental;71;1320
5301;Plano Piloto;34;6000
5301;Plano Piloto;34;1000
5334;Arapoanga;24;2412
5330;Vicente Pires;59;12100
5314;São Sebastião;22;1160
5324;Park Way;58;2500
5326;Sobradinho II;22;600
5314;São Sebastião;42;1300
5336;Área Rural;41;1412
5321;Riacho Fundo II;50;650
5334;Arapoanga;65;1320
5334;Arapoanga;68;4420
5334;Arapoanga;62;1420
5317;Riacho Fundo;52;1200
5325;SCIA;59;750
5243;Cidade Ocidental;15;150
5243;Cidade Ocidental;13;150
5307;Paranoá;35;800
5323;Varjão;64;1420
5323;Varjão;74;1420
5304;Brazlândia;65;1412
5327;Jardim Botânico;62;5800
5249;Padre Bernardo;95;1320
5241;Águas Lindas de Goiás;21;9000
5243;Cidade Ocidental;63;14322
5243;Cidade Ocidental;61;600
5325;SCIA;71;2640
5317;Riacho Fundo;52;650
5304;Brazlândia;32;4900
5249;Padre Bernardo;33;2800
5332;Sol Nascente / Pôr do Sol;80;1400
5332;Sol Nascente / Pôr do Sol;55;1400
5319;Candangolândia;60;6000
5335;Água Quente;47;1500
5335;Água Quente;68;1420
5332;Sol Nascente / Pôr do Sol;42;900
5336;Área Rural;27;600
5334;Arapoanga;51;600
5241;Águas Lindas de Goiás;56;1412
5314;São Sebastião;62;4000
5308;Núcleo Bandeirante;49;5100
5330;Vicente Pires;34;1972
5243;Cidade Ocidental;62;1320
5331;Fercal;38;600
5301;Plano Piloto;66;3000
5333;Arniqueira;59;67412
5242;Alexânia;71;1412
5247;Luziânia;44;1500
5242;Alexânia;39;400
5242;Alexânia;75;1412
5326;Sobradinho II;34;600
5330;Vicente Pires;79;12400
5309;Ceilândia;74;1320
5334;Arapoanga;33;650
5243;Cidade Ocidental;35;800
5319;Candangolândia;50;6500
5331;Fercal;32;1420
5248;Novo Gama;54;600
5335;Água Quente;36;1400
5242;Alexânia;71;1412
5308;Núcleo Bandeirante;74;1320
5250;Planaltina de Goiás;45;650
5333;Arniqueira;46;2200
5333;Arniqueira;52;1900
5314;São Sebastião;47;2500
5301;Plano Piloto;81;4500
5315;Recanto Das Emas;76;5300
5252;Valparaíso de Goiás;42;4120
5334;Arapoanga;66;1320
5313;Santa Maria;68;1302
5325;SCIA;65;1412
5316;Lago Sul;78;30487
5316;Lago Sul;74;6000
5325;SCIA;37;1100
5246;Formosa;60;1412
5249;Padre Bernardo;56;1350
5335;Água Quente;54;1800
5302;Gama;72;5700
5301;Plano Piloto;70;15000
5309;Ceilândia;38;1050
5301;Plano Piloto;64;10000
5301;Plano Piloto;66;46500
5301;Plano Piloto;64;14000
5306;Planaltina;53;7000
5311;Cruzeiro;74;1412
5325;SCIA;61;600
5241;Águas Lindas de Goiás;46;1320
5241;Águas Lindas de Goiás;37;1320
5244;Cristalina;68;1000
5314;São Sebastião;28;1300
5301;Plano Piloto;40;5500
5305;Sobradinho;81;24000
5249;Padre Bernardo;53;1700
5247;Luziânia;70;2824
5247;Luziânia;41;1500
5247;Luziânia;17;200
5302;Gama;31;1300
5334;Arapoanga;75;3000
5334;Arapoanga;72;1420
5336;Área Rural;75;1412
5310;Guará;75;2600
5311;Cruzeiro;79;7700
5312;Samambaia;51;8000
5312;Samambaia;20;1400
5248;Novo Gama;83;1320
5247;Luziânia;49;1645
5249;Padre Bernardo;29;960
5249;Padre Bernardo;14;300
5249;Padre Bernardo;52;2900
5336;Área Rural;50;2840
5317;Riacho Fundo;52;1800
5245;Cocalzinho de Goiás;26;750
5328;Itapoã;54;600
5332;Sol Nascente / Pôr do Sol;22;750
5330;Vicente Pires;74;20000
5310;Guará;54;15000
5244;Cristalina;66;1412
5244;Cristalina;67;1412
5244;Cristalina;44;650
5245;Cocalzinho de Goiás;62;1412
5247;Luziânia;24;1412
5247;Luziânia;40;1412
5325;SCIA;55;650
5247;Luziânia;48;1320
5326;Sobradinho II;71;1320
5325;SCIA;39;600
5247;Luziânia;34;700
5332;Sol Nascente / Pôr do Sol;57;1100
5318;Lago Norte;40;20000
5314;São Sebastião;62;2
5314;São Sebastião;51;1
5247;Luziânia;55;600
5241;Águas Lindas de Goiás;71;1412
5247;Luziânia;61;1420
5242;Alexânia;38;1412
5301;Plano Piloto;85;10000
5306;Planaltina;88;1320
5315;Recanto Das Emas;38;1412
5301;Plano Piloto;84;15000
5301;Plano Piloto;80;2800
5325;SCIA;55;1600
5314;São Sebastião;73;1412
5247;Luziânia;47;2600
5245;Cocalzinho de Goiás;60;1412
5325;SCIA;29;750
5301;Plano Piloto;63;1500
5246;Formosa;66;8920
5244;Cristalina;80;2824
5245;Cocalzinho de Goiás;36;900
5330;Vicente Pires;27;5590
5320;Águas Claras;65;1412
5313;Santa Maria;60;400
5321;Riacho Fundo II;54;850
5301;Plano Piloto;28;23000
5330;Vicente Pires;57;10400
5304;Brazlândia;42;1300
5309;Ceilândia;60;1320
5336;Área Rural;82;10000
5247;Luziânia;66;2080
5318;Lago Norte;70;6000
5318;Lago Norte;67;3700
5325;SCIA;23;850
5322;Sudoeste e Octogonal;58;1302
5252;Valparaíso de Goiás;102;1420
5248;Novo Gama;29;3919
5312;Samambaia;94;7000
5332;Sol Nascente / Pôr do Sol;67;1412
5332;Sol Nascente / Pôr do Sol;70;1412
5247;Luziânia;28;5000
5326;Sobradinho II;57;10000
5326;Sobradinho II;90;1420
5330;Vicente Pires;43;4000
5251;Santo Antônio do Descoberto;68;1412
5314;São Sebastião;27;600
5252;Valparaíso de Goiás;90;1320
5252;Valparaíso de Goiás;81;1320
5241;Águas Lindas de Goiás;17;400
5244;Cristalina;65;2824
5241;Águas Lindas de Goiás;27;1050
5305;Sobradinho;56;3300
5330;Vicente Pires;33;800
5241;Águas Lindas de Goiás;66;1962
5314;São Sebastião;11;600
5308;Núcleo Bandeirante;64;2800
5248;Novo Gama;75;1320
5335;Água Quente;57;3000
5243;Cidade Ocidental;70;1302
5243;Cidade Ocidental;61;1302
5305;Sobradinho;57;4000
5321;Riacho Fundo II;84;2220
5330;Vicente Pires;38;600
5330;Vicente Pires;61;200
5323;Varjão;22;3200
5312;Samambaia;67;1200
5250;Planaltina de Goiás;27;950
5242;Alexânia;19;600
5249;Padre Bernardo;23;900
5316;Lago Sul;30;15800
5241;Águas Lindas de Goiás;76;1320
5317;Riacho Fundo;51;750
5320;Águas Claras;54;17000
5320;Águas Claras;55;26000
5301;Plano Piloto;77;21500
5326;Sobradinho II;41;900
5248;Novo Gama;56;300
5252;Valparaíso de Goiás;39;600
5252;Valparaíso de Goiás;61;460
5316;Lago Sul;80;17200
5316;Lago Sul;63;4900
5316;Lago Sul;87;1412
5325;SCIA;60;1328
5308;Núcleo Bandeirante;24;3300
